Ph-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,Ph_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Metadata_notes,Sources,Source Tag
181,2919,43.22,142.86,North Eurasia,E North Eurasia,N Japan,Hokkaidō,Hokkaido Ainu,"Hokkaido, Japan",16809,,0:01:05,T5410R30,T1479.11,Song of Comfort for Child,Lullaby; Song Of Comfort,"Lullaby, mother sings to comfort her child, who misses his father, away trading furs in Tokyo, she punctuates her high pitched delivery with exaggerated trills using her lips and tongue, probably for the child's amusement",Female solo,Female Voice,,,Kyojiro Kondo; William A. Murphy,1957,Previously Unpublished,Kyojiro Kondo Collection of Ainu music. c.1957,"The Archives of Traditional Music, Indiana University, Bloomington; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress","Region/Area inaccurate; Hokkaido is an island in N. Japan. See T1477 for, most likely, accurate region/area.","Coding sheet lists source number as T1479.10, but song description matches T1479.11.",Source: Recordings dubbed for A. L. by Kyojiro Kondo; Notes by Dr. W. A. Anderson,@KKC1957SongofComfortforChild
182,9290,43.22,142.86,North Eurasia,E North Eurasia,N Japan,Hokkaidō,Hokkaido Ainu,"Hokkaido, Japan",16809,,0:01:11,T40015R01,T1479.4; WFS4B.9,Drinking Song at Bear Ceremony,Drinking Song; Responsorial Song,"Drinking song, antiphonal call and response, wavering delivery of melody with whoops","Male leader, male chorus, clapping",Male Voice; Male Voices; Clapping,,,Kyojiro Kondo,1959,Smithsonian Folkways,"Folkways Asia Collection, 2.3","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@RRFAC1960DrinkingSongatBearCeremony
179,,43.22,142.86,North Eurasia,E North Eurasia,N Japan,Hokkaidō,Hokkaido Ainu,"Hokkaido, Japan",16809,,,,T1478.63,Wine-Making Song,,,Mixed chorus,Male and Female Voices,,,,,Smithsonian Folkways,Folkways Archives,"Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@RRFACNDWineMakingSong
180,,43.22,142.86,North Eurasia,E North Eurasia,N Japan,Hokkaidō,Hokkaido Ainu,"Hokkaido, Japan",16809,,,,T1478.69,Woman's Song,,,Female solo,Female Voice,,,,,Smithsonian Folkways,Folkways Archives,"Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@RRFACNDWomansSong
186,,43.22,142.86,North Eurasia,E North Eurasia,N Japan,Hokkaidō,Hokkaido Ainu,"Hokkaido, Japan",16809,,,,T1343.77,Female Solo,,,Female solo,Female Voice,,,NHK Radio,Pre-1939,NHK Radio,"Robert Garfias Collection, Tape IX","NHK Radio Archives, Tokyo, Japan; National Diet Library, Tokyo, Japan; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Unclear if ""77"" is the track number or refers to something else",Copied from NHK Radio Archives in 1958 by Robert Garfias ,@GC1960NHKDubs
101,766,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,0:01:35,T5402R36,1A5.A2,Insult Song Around the Tsantsa,Warrior's Song; Insult Song,Warriors dance around a shrunken head waving spears and sing animal-themed insults,"Male chorus, flute",Male Voices; Flute,,,Philippe Luzuy,1955,Vogue Contrepoint,"Jivaro. Musée de l'Homme MC20.161, 1954","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@VC1960EquateurJivaroCayapaOtavalo
104,767,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,0:01:02,T5402R37,1A5.A5,Chanson pour boire la Chicha,Drinking Song; Manioc Song; Corn Song,"Song for chicha, alcoholic drink made with manioc or maize",Male solo,Male Voice,,,Philippe Luzuy,1955,Vogue Contrepoint,"Jivaro. Musée de l'Homme MC20.161, 1954","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@VC1960EquateurJivaroCayapaOtavalo
105,769,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,0:00:49,T5402R39,1A5.A7,Chant d'amour,Love Song,Love song,Female solo,Female Voice,,,Philippe Luzuy,1955,Vogue Contrepoint,"Jivaro. Musée de l'Homme MC20.161, 1954","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@VC1960EquateurJivaroCayapaOtavalo
106,770,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,0:01:10,T5402R40,1A5.A8,Chant sur l'oiseau toucan,Love Song,"Toucan's Song, Love song",Male solo,Male Voice,,,Philippe Luzuy,1955,Vogue Contrepoint,"Jivaro. Musée de l'Homme MC20.161, 1954","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@VC1960EquateurJivaroCayapaOtavalo
102,771,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,0:00:45,T5402R41,1A5.A9,Chant sur trois rivières,Love Song,"The Three Rivers, Love song",Male solo,Male Voice,,,Philippe Luzuy,1955,Vogue Contrepoint,"Jivaro. Musée de l'Homme MC20.161, 1954","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@VC1960EquateurJivaroCayapaOtavalo
103,772,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,0:01:20,T5402R42,1A5.B5,Chant du prêtre,Shaman Song; Mystical Song,"Shaman's mystical song, with glottal quaver",Male solo,Male Voice,,,Philippe Luzuy,1955,Vogue Contrepoint,"Jivaro. Musée de l'Homme MC20.161, 1954","Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@VC1960EquateurJivaroCayapaOtavalo
98,,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,,,T1352.15,,,,Female solo,Female Voice,,,Michael J. Harner,1956-57,Previously Unpublished,Michael J. Harner Recordings,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,"Note on coding sheet: ""only info is female solo""",,@ALC1956-7HarnerRecordings
99,,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,,,T1352.3,Shaman's Curing Song,Curing song,,,,,,Michael J. Harner,1956-57,Previously Unpublished,Michael J. Harner Recordings,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@ALC1956-7HarnerRecordings
100,,-2.11,-78.35,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,"Andean Slopes, Southeast of Sangay National Park, Eastern Ecuador",17667,,,,T1352.7,Lullaby,Lullaby,,Female solo,Female Voice,,,Michael J. Harner,1956-57,Previously Unpublished,Michael J. Harner Recordings,"Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@ALC1956-7HarnerRecordings
55,605,38.93,-79.96,North America,United States,Southeast US,Appalachia,Appalachia,"West Norton, Virginia [Recorded in Kentucky]",18349,,0:03:08,T5466R04,6A60.A73,Country Blues,Blues; Country Blues,"A series of remarkable 78-rpm records made in the late 1920s that achieved legendary status among aficionados of old time music led to the “rediscovery” of Moran Lee Boggs (1898–1971) in the early 1960s. Better known as Dock Boggs, he was a coal miner all his working life and, in his early years, spent his spare time entertaining the mining communities of the southwestern Virginia and eastern Kentucky border where he lived. His emotional banjo playing and stark vocals made haunting music that reflected the economic circumstances of both the black and white miners whose musical traditions he encountered and absorbed. It is the melancholy engendered by listening to his music that proved his greatest appeal, a mood that is infused with the blues of his black mining neighbors. Based on the “Darling Corey” theme, “Country Blues” comes from the tradition of white blues ballads that developed alongside their black counterparts during the final years of the nineteenth century. The music of Boggs and his ilk became familiar to Alan Lomax during the late 1930s when he began studying the catalogues of commercial phonograph companies, looking for parallels to the music that he and his father were collecting in the field. John Cowley, Ph.D.","Dock Boggs, vocal and banjo",Male Voice; Guitar; Banjo,,,Unspecified,1928,Smithsonian Folkways,"American Folk Music: Vol. 3 Songs. Folkways Records FP 253, 1952","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,original issue Brunswick 131A(96); http://www.folkways.si.edu/dock-boggs/country-blues/african-american-music-american-folk-blues-old-time/music/track/smithsonian,@FW1952AnthologyOfAmericanFolk
68,3619,37.17,-83.71,North America,United States,Southeast US,Appalachia,Appalachia,"Clay County, KY [Recorded in New York, New York]",18349,,0:04:25,T5466R06,6L57.B4,"Dives and Lazarus, Child No. 56",Ballad; Christmas Song; Carol,A ballad that was sung as a Christmas Carol in the 19th century,Aunt Molly Jackson,Female Voice,,,Alan Lomax,1939,Library of Congress,"Child Ballads Traditional in the United States, Vol. I. Library of Congress AFS L57, 1960","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1960ChildBalladsI
53,NC18c,36.44,-81.79,North America,United States,Southeast US,Appalachia,Appalachia,"Shouns, TN [Recorded in Johnson City, TN]",18349,,0:02:56,"<iframe src=""https://open.spotify.com/embed/track/6Gv1IZayHtjMuF3HHSX907"" width=""300"" height=""380"" frameborder=""0"" allowtransparency=""true"" allow=""encrypted-media""></iframe>",6A60.A1,The Coo Coo Bird,Folk Lyric,"Traditional English folk song, also sung in the United States, Canada, Scotland and Ireland. It has been covered by many musicians in several different styles. Lyrics feature the cuckoo bird, but there are many variations that draw from different mixed and matched lyric clusters. Clarence Ashley's version is the definitive Appalachian rendition.","Clarence ""Tom"" Ashley, vocal & banjo",Male Voice; Banjo,"Gonna build me a log cabin
On a mountian so high
So I can see Willie
As he goes on by

Um hmm hmm

Oh the coo-coo is a pretty bird
She wobbles when she flies
She never hollers coo-coo
'Til the fourth day of July

I've played cards in England
I've played cards in Spain
I'll bet you ten dollars
I'll beat you next game

Jack of diamonds, Jack of diamonds

I've known you from old
Now you've robbed my poor pockets
Of my silver and my gold

Um hmm hmm

I've played cards in England
I've played cards in Spain
I'll bet you ten dollars
I beat you this game

Oh the coo-coo is a pretty bird
She wobbles when she flies
She never hollers coo-coo
'Til the fourth day of July

Source: YouTube (Source: LyricFind)",,,1929,Smithsonian Folkways,"Anthology of American Folk Music, Folkways SFW40090, FA 2951, FA 2952, FA 2953, FP 251, FP 252, FP 253",,,,https://folkways.si.edu/clarence-ashley/the-coo-coo-bird/african-american-music-american-folk-blues-old-time/music/track/smithsonian,@FW1952AnthologyOfAmericanFolk
54,NC5c,36.93,-82.62,North America,United States,Southeast US,Appalachia,Appalachia,"Norton, Virginia [Recorded in New York City]",18349,,0:02:58,"<iframe src=""https://open.spotify.com/embed/track/7iuhXl1OME4JwU5jqTfaDr"" width=""300"" height=""380"" frameborder=""0"" allowtransparency=""true"" allow=""encrypted-media""></iframe>",6A60.A6,Sugar Baby,Ballad; Lament; White Blues; Bluegrass,"Traditional Appalachian folk song about a man who has grown tired of his wife and wants to send her back to her mother and raise his children by himself. Other versions of the song are known as ""Red Rocking Chair,"" ""Red Apple Juice,"" ""Done All I Can Do,"" and ""Honey Baby."" This version by Dock Boggs is known for Boggs' spooky singing style and African American blues-influenced banjo playing.","Doc Boggs, vocal & banjo, Hub Mahaffy, guitar",Male Voice;  Banjo; Guitar,"Oh I've got no sugar baby now
All I can do is to seek peace with you
And I can't get along this a-way
Can't get along this a-way

All I can do, I've said all I can say
I'll send it to your mama next payday
Send you to your mama next payday

I got no use for the red rockin' chair
I've got no honey baby now
Got no sugar baby now

Who'll rock the cradle, who'll sing the song
Who'll rock the cradle when I'm gone
Who'll rock the cradle when I'm gone?
I'll rock the cradle, I'll sing the song
I'll rock the cradle when you gone

It's all I can do
It's all I can say
I will send you to your mama next payday

Laid her in the shade, give her every dime I made
What more could a poor boy do
What more could a poor boy do?

Oh I've got no honey baby now
Got no sugar baby now

Said all I can say, I've done all I can do
And I can't make a living with you
Can't make a living with you

Source: Fandom, LyricWiki, Anthology of American Folk Music (1952)",,,1927,Smithsonian Folkways,"Anthology of American Folk Music, Folkways SFW40090, FA 2951, FA 2952, FA 2953, FP 251, FP 252, FP 253",,,,https://folkways.si.edu/dock-boggs/sugar-baby/african-american-music-american-folk-blues-old-time/music/track/smithsonian,@FW1952AnthologyOfAmericanFolk
50,,37.17,-83.71,North America,United States,Southeast US,Appalachia,Appalachia,"Clay County, KY [Recorded in New York City]",18349,,,,6L2.A5,Ten Thousand Miles,Love song; Lyric song,"Aunt Molly's performance of this song, which tells of the parting of two lovers as the young man goes to the wars, is an American re-creation of various fragments of the British lyric tradition. Her performance is in the pure style of Kentucky mountain folk singing. ",Aunt Molly Jackson,Female Voice,"I.	 ""0 fare you well, my darling,
o fare you well, my dear,
o fare you well, my darling;
I'm going to volunteer.

2.	 ""I'm going to the army
To stay for a while,
So far from you, Illy darling;
It's about ten thousand miles.

3.	 ""I will see the cannon
As they roll the wheels around;
I will fight for my country,
To the army 1 am bound.

4.	 ""0 do not wring your lily white hands,
o mournfully do not cry;
I'm going to the army,
Perhaps in the army die.

5.	 ""I ask you not to grieve for me
And give your poor heart pain,
For if I live, my darling,
I'll return to you again.

6.	 ""I'll return to you again. my love,
If I keep my life;
I'll come back to you, my love,
And you shall be my wife.

7.	 ""Well~uh who will shoe your feet, my love?
Now who will glove your hand?
And who will kiss your rosy lips
While I'm in a distant land? ""

8.	 ""My father will shoe my feeL my love;
My mother will glove my hancl.
And as for kissing my rosy lips,
There'll be no other man.""

9.	 ""0 fare you well, my darling,
a fare you well, my dear.
Be true to me, my own sweetheart,
I'm bound to leave you here."" ",,Alan Lomax,1939,Library of Congress,"Anglo-American Shanties, Lyric Songs, Dance Tunes and Spirituals. Library of Congress, AFS L2,  1942.","Alan Lomax Collection, American Folklife Center, Library of Congress",,,,@AFS1942AngloAmericanShantiesLyricDanceSpirituals
